dba_sequence_candidate,relative_path,filename,prefix,prefix_status,predecessor,predecessor_confidence,up_export,down_export,tables_created,tables_or_objects_referenced,columns_changed,schema_operation_tags,dependency_references,destructive_operation_tags,constraint_tags,applied_status,applied_status_evidence,dba_review_status,file_sha256,size_bytes
112,backend/migrations/20260508150524-create-mr-planning-risk.js,20260508150524-create-mr-planning-risk.js,20260508150524,ok,20260502142824-create-renstra-pagu-cache.js,repository_lexical_order_only,True,True,mr_planning_risk,mr_planning_risk|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,22d9f5b1ff0e6f627dae60ba5083f5a34b17ed75931a0186ff924291341f6069,4104
113,backend/migrations/20260508150527-create-mr-planning-risk-history.js,20260508150527-create-mr-planning-risk-history.js,20260508150527,ok,20260508150524-create-mr-planning-risk.js,repository_lexical_order_only,True,True,mr_planning_risk_history,mr_planning_risk_history|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,accfcab183eb46b1e6223e294f7de027e9662acf2e03784762fb7cedfc43a931,2280
114,backend/migrations/20260508150530-create-mr-planning-mitigation.js,20260508150530-create-mr-planning-mitigation.js,20260508150530,ok,20260508150527-create-mr-planning-risk-history.js,repository_lexical_order_only,True,True,mr_planning_mitigation,mr_planning_mitigation|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,3f86873da8ab61ed041f455bfaca3e8954bb66c3b0dfdd0c7e89aafceee796b5,2889
115,backend/migrations/20260508150533-create-mr-planning-mitigation-history.js,20260508150533-create-mr-planning-mitigation-history.js,20260508150533,ok,20260508150530-create-mr-planning-mitigation.js,repository_lexical_order_only,True,True,mr_planning_mitigation_history,mr_planning_mitigation_history|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,2ab1892e4da9fd18d6db5d79e751be5ace988ba8efb7f0706975449bdff11613,2576
116,backend/migrations/20260508150536-create-mr-planning-monitoring.js,20260508150536-create-mr-planning-monitoring.js,20260508150536,ok,20260508150533-create-mr-planning-mitigation-history.js,repository_lexical_order_only,True,True,mr_planning_monitoring,mr_planning_monitoring|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,9bd2139d257c95060ec7c7cbf81bd972d2306d945a58c138b8d05df815e4460e,3475
117,backend/migrations/20260508150539-create-mr-planning-monitoring-history.js,20260508150539-create-mr-planning-monitoring-history.js,20260508150539,ok,20260508150536-create-mr-planning-monitoring.js,repository_lexical_order_only,True,True,mr_planning_monitoring_history,mr_planning_monitoring_history|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,ce580c45188c89390528dbbcae6f2304e13d2588d872a26b284534449006d158,2760
118,backend/migrations/20260508150543-create-mr-planning-deviation.js,20260508150543-create-mr-planning-deviation.js,20260508150543,ok,20260508150539-create-mr-planning-monitoring-history.js,repository_lexical_order_only,True,True,mr_planning_deviation,mr_planning_deviation|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,007b5416ed26972f5a422e6d36b7c1a749a7f73d47432484d4ca8381934aafc9,3978
119,backend/migrations/20260508150547-create-mr-planning-approval-monitoring.js,20260508150547-create-mr-planning-approval-monitoring.js,20260508150547,ok,20260508150543-create-mr-planning-deviation.js,repository_lexical_order_only,True,True,mr_planning_approval_monitoring,mr_planning_approval_monitoring|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,471597b756ef3843ea1a52b1a0c7b49c7d2736185913cb4a8662763528649e7f,4161
120,backend/migrations/20260508150550-create-mr-planning-warning.js,20260508150550-create-mr-planning-warning.js,20260508150550,ok,20260508150547-create-mr-planning-approval-monitoring.js,repository_lexical_order_only,True,True,mr_planning_warning,mr_planning_warning|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,1e18d4c8d1368135d5446950e2cf97a127f718033857057e983ffd73f2aeec70,2584
121,backend/migrations/20260508150554-create-mr-planning-snapshot.js,20260508150554-create-mr-planning-snapshot.js,20260508150554,ok,20260508150550-create-mr-planning-warning.js,repository_lexical_order_only,True,True,mr_planning_snapshot,mr_planning_snapshot|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,8967690dde39f7f0a006a2f2a47f351452d0570a976013efe7f4be9c29f0cadc,4740
122,backend/migrations/20260508150557-create-mr-planning-dashboard-summary.js,20260508150557-create-mr-planning-dashboard-summary.js,20260508150557,ok,20260508150554-create-mr-planning-snapshot.js,repository_lexical_order_only,True,True,mr_planning_dashboard_summary,mr_planning_dashboard_summary|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,38330d8fc1747dbe4de58a76a9598aa4f08e59902cceb05335aad22586d26084,4597
123,backend/migrations/20260508150601-create-mr-cross-system-link.js,20260508150601-create-mr-cross-system-link.js,20260508150601,ok,20260508150557-create-mr-planning-dashboard-summary.js,repository_lexical_order_only,True,True,mr_cross_system_link,mr_cross_system_link|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,753dd82234676fa25a5d0e73a7818de79a84dddc9dad27c4fa9112539419e42c,4225
124,backend/migrations/20260510015614-create-mr-reference-groups.js,20260510015614-create-mr-reference-groups.js,20260510015614,ok,20260508150601-create-mr-cross-system-link.js,repository_lexical_order_only,True,True,mr_reference_groups,mr_reference_groups|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,825ac24680673f3166bc1ada7d3d17bbfaf4348f3c1a70efae327da245fb9de1,2517
125,backend/migrations/20260510020342-create-mr-reference-items.js,20260510020342-create-mr-reference-items.js,20260510020342,ok,20260510015614-create-mr-reference-groups.js,repository_lexical_order_only,True,True,mr_reference_items,mr_reference_items|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_reference_groups|mr_reference_items,drop_table,foreign_key_reference|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,644c54b54639cc47580e197e35e650f3f0ca1a4361240820d9db8c7688a191d2,3943
126,backend/migrations/20260510020851-create-mr-risk-matrix.js,20260510020851-create-mr-risk-matrix.js,20260510020851,ok,20260510020342-create-mr-reference-items.js,repository_lexical_order_only,True,True,mr_risk_matrix,mr_risk_matrix|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_reference_items,drop_table,foreign_key_reference|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,e9079fd93cc7ab6f93239b49022bbc2fecc1a3cdf252fd0d0aa39626e4ef2204,4635
127,backend/migrations/20260510022020-create-mr-planning-context.js,20260510022020-create-mr-planning-context.js,20260510022020,ok,20260510020851-create-mr-risk-matrix.js,repository_lexical_order_only,True,True,mr_planning_context,mr_planning_context|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_reference_items,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,b1d7184b669e66b9792a7dfb1303a3c0cb9f2d0718194f771f74f0e27e6df6ad,8713
128,backend/migrations/20260510024142-create-mr-planning-context-item.js,20260510024142-create-mr-planning-context-item.js,20260510024142,ok,20260510022020-create-mr-planning-context.js,repository_lexical_order_only,True,True,mr_planning_context_item,mr_planning_context_item|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_planning_context|mr_reference_items,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,4321289f550789dc8cea0b3f6f4296573b7ec3d933d3f117c782b048bc2f7556,7262
129,backend/migrations/20260510025850-create-mr-planning-context-stakeholder.js,20260510025850-create-mr-planning-context-stakeholder.js,20260510025850,ok,20260510024142-create-mr-planning-context-item.js,repository_lexical_order_only,True,True,mr_planning_context_stakeholder,mr_planning_context_stakeholder|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_planning_context|mr_reference_items,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,a1d53b832d6e6a6d097f5c67eff65fb67158157dc0f3ac96c779d21af084e8d7,3663
130,backend/migrations/20260510030453-add-context-id-to-mr-planning-risk.js,20260510030453-add-context-id-to-mr-planning-risk.js,20260510030453,ok,20260510025850-create-mr-planning-context-stakeholder.js,repository_lexical_order_only,True,True,,mr_planning_risk,mr_planning_risk.context_id,add_column|add_index|remove_column|remove_index,mr_planning_context,remove_column|remove_index,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,e41340b7b084168720f41b524efe94927e8a6f06c5cea481e351952484b54f9b,1069
131,backend/migrations/20260510030955-create-mr-planning-risk-analysis.js,20260510030955-create-mr-planning-risk-analysis.js,20260510030955,ok,20260510030453-add-context-id-to-mr-planning-risk.js,repository_lexical_order_only,True,True,mr_planning_risk_analysis,mr_planning_risk_analysis|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_planning_context|mr_planning_risk|mr_reference_items,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,ca849950be8a9c32a21f2c1839690c3cc4abcc8cd65859c65a2463ae026d589c,14253
132,backend/migrations/20260510032545-create-mr-planning-root-cause.js,20260510032545-create-mr-planning-root-cause.js,20260510032545,ok,20260510030955-create-mr-planning-risk-analysis.js,repository_lexical_order_only,True,True,mr_planning_root_cause,mr_planning_root_cause|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_planning_context|mr_planning_risk|mr_planning_risk_analysis|mr_reference_items,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,bb7ab1516b913c94c67f728cc2a1e80d912b20fd9948cd3c8fcb6c7fc638d4d1,10829
133,backend/migrations/20260510033225-harden-mr-planning-risk-reference-fields.js,20260510033225-harden-mr-planning-risk-reference-fields.js,20260510033225,ok,20260510032545-create-mr-planning-root-cause.js,repository_lexical_order_only,True,True,,mr_planning_risk,mr_planning_risk.kategori_risiko_ref_id|mr_planning_risk.sumber_risiko_ref_id|mr_planning_risk.kemungkinan_ref_id|mr_planning_risk.dampak_ref_id|mr_planning_risk.level_risiko_ref_id|mr_planning_risk.selera_risiko_ref_id|mr_planning_risk.status_risiko_ref_id|mr_planning_risk.metode_pencapaian_tujuan_spip|mr_planning_risk.risk_statement|mr_planning_risk.risk_code_auto_generated|mr_planning_risk.is_priority_candidate|mr_planning_risk.is_above_appetite|mr_planning_risk.matrix_code|mr_planning_risk.matrix_id|mr_planning_risk.created_by|mr_planning_risk.updated_by,add_column|add_index|remove_column|remove_index,mr_reference_items|mr_risk_matrix,remove_column|remove_index,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,53344663d4fc3f6cefd7610a941e681b7da42bcf057c1b4fd9e0a46326cca4c6,9722
134,backend/migrations/20260510033819-harden-mr-planning-risk-history.js,20260510033819-harden-mr-planning-risk-history.js,20260510033819,ok,20260510033225-harden-mr-planning-risk-reference-fields.js,repository_lexical_order_only,True,True,,mr_planning_risk_history,mr_planning_risk_history.context_id|mr_planning_risk_history.action_type|mr_planning_risk_history.source_module|mr_planning_risk_history.audit_event_id,add_column|add_index|remove_column|remove_index,mr_planning_context,remove_column|remove_index,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,8c3931c4e843b261bf7cd133274966aff0b9ef507cd6ddfd408eaefd4490f2db,3982
135,backend/migrations/20260510034515-harden-mr-planning-mitigation.js,20260510034515-harden-mr-planning-mitigation.js,20260510034515,ok,20260510033819-harden-mr-planning-risk-history.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0daafd218b226cc44800b83dce0142ff2da938893cb6ab3aad713be3ca26c2d9,17428
136,backend/migrations/20260510035104-cleanup-duplicate-fk-mr-planning-mitigation.js,20260510035104-cleanup-duplicate-fk-mr-planning-mitigation.js,20260510035104,ok,20260510034515-harden-mr-planning-mitigation.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,26556b6aabd3aa11fcf2117ad729859dc6488b93b00b75ee6ab4895cd9b9d9b0,1592
137,backend/migrations/20260510035542-harden-mr-planning-mitigation-history.js,20260510035542-harden-mr-planning-mitigation-history.js,20260510035542,ok,20260510035104-cleanup-duplicate-fk-mr-planning-mitigation.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,2f9259cf76fd4981b2110ceb1930af8d7260d85c5f0b1e0a21e199fbbc4f082a,7673
138,backend/migrations/20260510040014-harden-mr-planning-monitoring.js,20260510040014-harden-mr-planning-monitoring.js,20260510040014,ok,20260510035542-harden-mr-planning-mitigation-history.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0e578e3814ea260f7e7ed75cccd67f811730fbce9caf22591932e75b68dea857,17297
139,backend/migrations/20260510040459-harden-mr-planning-monitoring-history.js,20260510040459-harden-mr-planning-monitoring-history.js,20260510040459,ok,20260510040014-harden-mr-planning-monitoring.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,3e05ebe5f1c666a8d1e3210164b4813afa5536c3c2fb295cb1be08194424d9df,8549
140,backend/migrations/20260510040933-harden-mr-planning-deviation.js,20260510040933-harden-mr-planning-deviation.js,20260510040933,ok,20260510040459-harden-mr-planning-monitoring-history.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,991e622285b1d375425ac91c57ee9b87fb86582ad107178cd842e48a2264140c,13892
141,backend/migrations/20260510041440-harden-mr-planning-approval-monitoring.js,20260510041440-harden-mr-planning-approval-monitoring.js,20260510041440,ok,20260510040933-harden-mr-planning-deviation.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,04d32e506570685cf810004e3ddb3bacd3cf45a93e8ff064eb1fb9910150b0b8,9649
142,backend/migrations/20260510042130-harden-mr-planning-warning.js,20260510042130-harden-mr-planning-warning.js,20260510042130,ok,20260510041440-harden-mr-planning-approval-monitoring.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0cb25376bb033d830a72b990a9ae1481c4419a554243bdac1487842fcafc2774,12830
143,backend/migrations/20260510042659-harden-mr-planning-snapshot.js,20260510042659-harden-mr-planning-snapshot.js,20260510042659,ok,20260510042130-harden-mr-planning-warning.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,9ee4448793304667f022e51e5331d30ae3561cbe02ba64734332adc80c84ad07,12209
144,backend/migrations/20260510060302-harden-mr-planning-dashboard-summary.js,20260510060302-harden-mr-planning-dashboard-summary.js,20260510060302,ok,20260510042659-harden-mr-planning-snapshot.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,5f94676236f2bc18979cb76576393106ecd7543f2284a700e7113c58a8c158aa,10390
145,backend/migrations/20260510061357-harden-mr-cross-system-link.js,20260510061357-harden-mr-cross-system-link.js,20260510061357,ok,20260510060302-harden-mr-planning-dashboard-summary.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,1d71dbdf32cbc255315d17d07344367b1ff54774b27c516f29efc5422ce1ecae,8359
146,backend/migrations/20260510063614-create-mr-planning-report-export.js,20260510063614-create-mr-planning-report-export.js,20260510063614,ok,20260510061357-harden-mr-cross-system-link.js,repository_lexical_order_only,True,True,,information_schema|CURRENT_TIMESTAMP,,raw_sql,,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,bbe33c026d76ad1b42246a7c44b08cd9a0fddf72448f9f115fccc1651e39e700,13176
147,backend/migrations/20260510081354-add-summary-json-to-mr-planning-snapshot.js,20260510081354-add-summary-json-to-mr-planning-snapshot.js,20260510081354,ok,20260510063614-create-mr-planning-report-export.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,b0deb7827e65b399697f90fa569ddb4ce068f3f062e33a15a415c5de65f4f463,2400
148,backend/migrations/20260510091614-harden-mr-risk-workflow-and-monitoring-year.js,20260510091614-harden-mr-risk-workflow-and-monitoring-year.js,20260510091614,ok,20260510081354-add-summary-json-to-mr-planning-snapshot.js,repository_lexical_order_only,True,True,,mr_planning_monitoring|information_schema,,add_index|raw_sql|remove_index,,remove_index,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,93ed232f828645d2a32311af6f66dddc3b12b966f4fa4a73b2ac131466a1220b,5601
149,backend/migrations/20260510093621-harden-mr-monitoring-workflow-fields.js,20260510093621-harden-mr-monitoring-workflow-fields.js,20260510093621,ok,20260510091614-harden-mr-risk-workflow-and-monitoring-year.js,repository_lexical_order_only,True,True,,,,,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,13577e210b4f62b217d05aeff998d495780c03e88c046d1e0c83d0efe7600b2e,4482
150,backend/migrations/20260510102936-maximize-sync-mr-existing-model-fields-for-smoke-test.js,20260510102936-maximize-sync-mr-existing-model-fields-for-smoke-test.js,20260510102936,ok,20260510093621-harden-mr-monitoring-workflow-fields.js,repository_lexical_order_only,True,True,,,,,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,449672c205a18a4cb289f7ef7c62c4f1ea50ec593e0e9f22992a4631849bffc1,7091
151,backend/migrations/20260516055450-add-is-active-to-mr-planning-mitigation.js,20260516055450-add-is-active-to-mr-planning-mitigation.js,20260516055450,ok,20260510102936-maximize-sync-mr-existing-model-fields-for-smoke-test.js,repository_lexical_order_only,True,True,,mr_planning_mitigation,mr_planning_mitigation.is_active,add_column|raw_sql|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,f46a81c877b5092ecf8b18119bf2458f4ae3f0af575295a0992b8697404ebc6f,554
152,backend/migrations/20260516055451-create-mr-planning-mitigation-documents.js,20260516055451-create-mr-planning-mitigation-documents.js,20260516055451,ok,20260516055450-add-is-active-to-mr-planning-mitigation.js,repository_lexical_order_only,True,True,mr_planning_mitigation_documents,mr_planning_mitigation_documents,,add_index|create_table|drop_table,mr_planning_mitigation,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,3dbfddad39256aabc57a167b2053703473a13fa1bd9ba988ebfce1a5c3ab6da5,5229
153,backend/migrations/20260516055452-create-mr-planning-monitoring-evidence.js,20260516055452-create-mr-planning-monitoring-evidence.js,20260516055452,ok,20260516055451-create-mr-planning-mitigation-documents.js,repository_lexical_order_only,True,True,mr_planning_monitoring_evidence,mr_planning_monitoring_evidence|CURRENT_TIMESTAMP,,add_index|create_table|drop_table|raw_sql,mr_planning_context|mr_planning_mitigation|mr_planning_monitoring|mr_planning_risk,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,75f5ff98898e4ebf00a414f1c1ce748d02af9d7b699c19f413fb8dfe3d4cc7d0,9278
154,backend/migrations/20260519120000-create-rpjmd-source-maps.js,20260519120000-create-rpjmd-source-maps.js,20260519120000,ok,20260516055452-create-mr-planning-monitoring-evidence.js,repository_lexical_order_only,True,True,rpjmd_source_maps,rpjmd_source_maps,,add_constraint|add_index|create_table|drop_table,,drop_table,foreign_key_or_constraint|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,f2a85ab3f2cd160b90fe77341c65db25dfc4e9c221cc0dc5fa5deac8904623db,5507
155,backend/migrations/20260519120001-create-rpjmd-sync-jobs.js,20260519120001-create-rpjmd-sync-jobs.js,20260519120001,ok,20260519120000-create-rpjmd-source-maps.js,repository_lexical_order_only,True,True,rpjmd_sync_jobs,rpjmd_sync_jobs,,add_index|create_table|drop_table,,drop_table,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,b6a48457a74de149ba58fbcdc1376c54899f01db19a231a9417ce346ad36e208,3493
156,backend/migrations/20260519120002-create-rpjmd-sync-job-items.js,20260519120002-create-rpjmd-sync-job-items.js,20260519120002,ok,20260519120001-create-rpjmd-sync-jobs.js,repository_lexical_order_only,True,True,rpjmd_sync_job_items,rpjmd_sync_job_items,,add_index|create_table|drop_table,rpjmd_sync_jobs,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,9202d96776b1b8dab54e7371c9cd39729533b1b383783e3edbda5b7742580778,4251
157,backend/migrations/20260519120003-create-rpjmd-sync-audit-logs.js,20260519120003-create-rpjmd-sync-audit-logs.js,20260519120003,ok,20260519120002-create-rpjmd-sync-job-items.js,repository_lexical_order_only,True,True,rpjmd_sync_audit_logs,rpjmd_sync_audit_logs,,add_index|create_table|drop_table,rpjmd_sync_jobs,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,87fd2b3959a7853a0e4e2ad5a76ef794656dab367e64ac7bb2346b526c6a66a7,3148
158,backend/migrations/20260531120004-add-rincian-belanja-to-rka.js,20260531120004-add-rincian-belanja-to-rka.js,20260531120004,ok,20260519120003-create-rpjmd-sync-audit-logs.js,repository_lexical_order_only,True,True,,rka,rka.rincian_belanja,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,88aa5721e88fe327fa4b2f82f6cec9b528872d712be55f99af16131985630390,852
159,backend/migrations/20260531120005-add-opd-renja-dokumen.js,20260531120005-add-opd-renja-dokumen.js,20260531120005,ok,20260531120004-add-rincian-belanja-to-rka.js,repository_lexical_order_only,True,True,,renja_dokumen,renja_dokumen.opd_id|renja_dokumen.opd_penanggung_jawab,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,22a9c3781d328353ae8249649f48382b04e5f68735cbd88c00aedd12d0afd173,1270
160,backend/migrations/20260531120006-add-opd-renja.js,20260531120006-add-opd-renja.js,20260531120006,ok,20260531120005-add-opd-renja-dokumen.js,repository_lexical_order_only,True,True,,renja,renja.opd_id|renja.opd_penanggung_jawab,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,bf97d6cef19fafcc0d4d7850531d025c52b9e5264de10aaec7aedd812b6be3f5,573
161,backend/migrations/20260601120007-create-rka-rincian-belanja.js,20260601120007-create-rka-rincian-belanja.js,20260601120007,ok,20260531120006-add-opd-renja.js,repository_lexical_order_only,True,True,rka_rincian_belanja,rka_rincian_belanja,,create_table|drop_table,rka,drop_table,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,9b29f7c7405bc26ae2e09b99050b5e97a12bdfa1afbeecfdc5ef8584cb5b3778,2012
162,backend/migrations/20260601120008-add-sipd-fields-to-rka-rincian-belanja.js,20260601120008-add-sipd-fields-to-rka-rincian-belanja.js,20260601120008,ok,20260601120007-create-rka-rincian-belanja.js,repository_lexical_order_only,True,True,,rka_rincian_belanja,rka_rincian_belanja.spesifikasi|rka_rincian_belanja.volume_hasil|rka_rincian_belanja.koefisien_array,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,f95833096d7315c455104ccf0382e0999deba99adf698364587b41a930db466d,784
163,backend/migrations/20260602120000-create-rka-versions.js,20260602120000-create-rka-versions.js,20260602120000,ok,20260601120008-add-sipd-fields-to-rka-rincian-belanja.js,repository_lexical_order_only,True,True,rka_versions,rka_versions,,add_index|create_table|drop_table,rka,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,751a85c27fcfd75aa7c60bc9ec8584d0e5f8aed44b44441fd7a52e530ed486f1,1093
164,backend/migrations/20260602120001-update-rka-table-for-sipd.js,20260602120001-update-rka-table-for-sipd.js,20260602120001,ok,20260602120000-create-rka-versions.js,repository_lexical_order_only,True,True,,rka,rka.opd_id|rka.kode_unik_sub_kegiatan|rka.tahapan|rka.rincian_belanja,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,c5a0c59d64b57661ea6cb92821a91b6ea6b700d5a5bf62f32397ada09aefa95f,1311
165,backend/migrations/20260606215243-add-text-bab3-to-renja-dokumen.js,20260606215243-add-text-bab3-to-renja-dokumen.js,20260606215243,ok,20260602120001-update-rka-table-for-sipd.js,repository_lexical_order_only,True,True,,renja_dokumen,renja_dokumen.text_bab3|renja_dokumen.text_bab4,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,a183c8632399ce523c342aac40989c3305bde063eed19f066172ee30d580f308,569
166,backend/migrations/20260710100000-add-actor-tracking-to-renja-dokumen.js,20260710100000-add-actor-tracking-to-renja-dokumen.js,20260710100000,ok,20260606215243-add-text-bab3-to-renja-dokumen.js,repository_lexical_order_only,True,True,,renja_dokumen,renja_dokumen.submitted_by|renja_dokumen.submitted_at|renja_dokumen.reviewed_by|renja_dokumen.reviewed_at,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,5cf2d911e2ddd55db9e27dda63b9854aeb6c590e0a9a5c4044100b3e8f751fe3,925
