relative_path,filename,extension,size_bytes,modified_at,sha256,classification,content_status,evidence_status
dokumenEPelara/Final_Program_Kegiatan_Sub_Kegiatan_Sekretariat_Bidang_UPDATED.xlsx,Final_Program_Kegiatan_Sub_Kegiatan_Sekretariat_Bidang_UPDATED.xlsx,.xlsx,48298,2026-04-09T14:42:44+00:00,285f2e7852ccafbd15e6215b6da3647912927102c9d27a1c5802ca103108ac29,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel A.1.1.xlsx,Kode Daerah_Nama Daerah_Tabel A.1.1.xlsx,.xlsx,13999,2026-08-05T06:05:06+00:00,9880183c1a71aad068d10b6bf85e1f31539280abe7e5d13a1f0410f8349ae884,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel A.1.5 Kab Kota.xlsx,Kode Daerah_Nama Daerah_Tabel A.1.5 Kab Kota.xlsx,.xlsx,10060,2026-08-05T06:05:06+00:00,ea0c91c3bcb404d2f03ead93d5a4ab872ad27beea93362a0133096ef5fa383bb,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel A.1.6 Kab Kota.xlsx,Kode Daerah_Nama Daerah_Tabel A.1.6 Kab Kota.xlsx,.xlsx,10048,2026-08-05T06:05:06+00:00,1527226fcd101e58ce17d4dfc83333adb33604cd7c410f35206f6359c933d916,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel A.1.7.xlsx,Kode Daerah_Nama Daerah_Tabel A.1.7.xlsx,.xlsx,13532,2026-08-05T06:05:06+00:00,fb90f8b2085cd6392c7ec5a2afa2df94c9789a6c1a24d9a817cd8b8e42154462,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel A.1.8 Kab Kota.xlsx,Kode Daerah_Nama Daerah_Tabel A.1.8 Kab Kota.xlsx,.xlsx,10036,2026-08-05T06:05:06+00:00,08147369fda7e8be4052de3b7f5a0b9de9248e0d669e75b9a9476f52a212a23a,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel A.2.4.xlsx,Kode Daerah_Nama Daerah_Tabel A.2.4.xlsx,.xlsx,13426,2026-08-05T06:05:06+00:00,6700b9826d026c60972c5b8b4a420dea7cb511540586a05d53f29e964d88cc2b,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel A.3.6.xlsx,Kode Daerah_Nama Daerah_Tabel A.3.6.xlsx,.xlsx,10534,2026-08-05T06:05:06+00:00,1e81ddd63c90bb8b1b424450134e3f7ce4ccf25af14c52a45f3141e223c3e042,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel B.1.3.xlsx,Kode Daerah_Nama Daerah_Tabel B.1.3.xlsx,.xlsx,10388,2026-08-05T06:05:06+00:00,6f185f10a6e7de2964d7f43ee1bcff7f0517846dfda918eb4ca385e734b5af78,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel C.1.2.xlsx,Kode Daerah_Nama Daerah_Tabel C.1.2.xlsx,.xlsx,13533,2026-08-05T06:05:06+00:00,ac87ddedc47f8c183018cc173010fa9d508ecf01f717c2320443d6854dca0a9c,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel C.1.3.xlsx,Kode Daerah_Nama Daerah_Tabel C.1.3.xlsx,.xlsx,10581,2026-08-05T06:05:06+00:00,9fa7bb6b3dd5e6f0b499bd8f9efc419d116a2d220a755c64cf109c259c604076,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel C.1.4.xlsx,Kode Daerah_Nama Daerah_Tabel C.1.4.xlsx,.xlsx,13578,2026-08-05T06:05:06+00:00,bb7a5229657f0cda58efb36140f404cdc5850eabe727ab18f80d577fc01d0975,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel C.1.5.xlsx,Kode Daerah_Nama Daerah_Tabel C.1.5.xlsx,.xlsx,10626,2026-08-05T06:05:06+00:00,79d1937f19c72c01f726abe4c092cad1b0d955e07a93051cb7c49a341bbb77e3,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel C.1.6.xlsx,Kode Daerah_Nama Daerah_Tabel C.1.6.xlsx,.xlsx,13953,2026-08-05T06:05:06+00:00,2171bcaa3f43d73e5e214499a8d8f5b59be03fbaaff0b29c960b0639b6ba0a1a,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel C.1.7.xlsx,Kode Daerah_Nama Daerah_Tabel C.1.7.xlsx,.xlsx,13545,2026-08-05T06:05:06+00:00,48655b3d3922ed0771cffee2e43e0cbbf3942b1dc52ff4733e8c16bd2b3f66d1,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel C.2.4.xlsx,Kode Daerah_Nama Daerah_Tabel C.2.4.xlsx,.xlsx,9841,2026-08-05T06:05:06+00:00,375cedfd0bf9bf1b650c1e712d17d730f2bf2ad8df88e558869623434f2d745d,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel C.2.5.xlsx,Kode Daerah_Nama Daerah_Tabel C.2.5.xlsx,.xlsx,10546,2026-08-05T06:05:06+00:00,46923099b0d1b8b2415b93ff27c2030f0ca7151a013f7fb06d54234585b90c11,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel C.2.6.xlsx,Kode Daerah_Nama Daerah_Tabel C.2.6.xlsx,.xlsx,9798,2026-08-05T06:05:06+00:00,5790a37cea0838a06542edcb98dc95abdb139fb6f6d16aef0438945ac8a63a4f,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel D.1.1 Kab Kota.xlsx,Kode Daerah_Nama Daerah_Tabel D.1.1 Kab Kota.xlsx,.xlsx,25620,2026-08-05T06:05:06+00:00,bb1730bca21a33611bf9989e30436043d63c56e793a8d4ec1769a3e752eeb340,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel D.1.3.xlsx,Kode Daerah_Nama Daerah_Tabel D.1.3.xlsx,.xlsx,11763,2026-08-05T14:53:49+00:00,a8514357f1fec748c77e022b0f6e2e29ae05433bcff6a6593de10ec5cc978083,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel D.1.4.xlsx,Kode Daerah_Nama Daerah_Tabel D.1.4.xlsx,.xlsx,10589,2026-08-05T06:05:06+00:00,97e34b271e46201911c627cd9bf6290a0c6ee1aa91833c527616001767c19787,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel E.1.1.xlsx,Kode Daerah_Nama Daerah_Tabel E.1.1.xlsx,.xlsx,10656,2026-08-05T06:05:06+00:00,b4ccd141297f09c5a29ec41d2b35f73a72030833bae964f981f252cf6b5ae1b9,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel E.1.5.xlsx,Kode Daerah_Nama Daerah_Tabel E.1.5.xlsx,.xlsx,10155,2026-08-05T06:05:06+00:00,a536f378d0632982c5599ba7817d006e20d4414396ca2e92c040586c4712ff9d,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel E.1.6 Kab Kota.xlsx,Kode Daerah_Nama Daerah_Tabel E.1.6 Kab Kota.xlsx,.xlsx,9810,2026-08-05T06:05:06+00:00,a9498985f4ba373ea23539a9e8606b016299842202452e27723ac8686a7cd489,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel E.2.1.xlsx,Kode Daerah_Nama Daerah_Tabel E.2.1.xlsx,.xlsx,10738,2026-08-05T06:05:06+00:00,559675c457ffe475582ffd5759a93941cee2fb1272f41b8fa0538bfcceff2155,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel E.2.7.xlsx,Kode Daerah_Nama Daerah_Tabel E.2.7.xlsx,.xlsx,10484,2026-08-05T06:05:06+00:00,2f0ad4911d8934381887641f2e5a8621c18f62d5e208fff0852024fd259cb442,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Format Data Dukung Pro SN/Kode Daerah_Nama Daerah_Tabel E.3.5.xlsx,Kode Daerah_Nama Daerah_Tabel E.3.5.xlsx,.xlsx,10371,2026-08-05T06:05:06+00:00,f2d62e71e0a1dc60a902900a82ec6405385fb6adb06f455c3a5d2006b7ee0744,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/JADWAL PENDAMPINGAN MR OPD 2026.pdf,JADWAL PENDAMPINGAN MR OPD 2026.pdf,.pdf,191953,2026-05-08T16:47:00+00:00,2a7f481a1aea1a4ce56667fa82cc27cd0903e35ad3cda7f973e4e55171b1489c,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/KODE AKUN_KODE REKENING_BELANJA PERMENDAGRI 90.xlsx,KODE AKUN_KODE REKENING_BELANJA PERMENDAGRI 90.xlsx,.xlsx,845862,2026-04-08T14:01:28+00:00,8b3e60b0e546a85f8a3de9a37b7cace695ca85c6acf4c24b44876b56c65ee94d,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Kartu Keluarga Baru 2022.pdf,Kartu Keluarga Baru 2022.pdf,.pdf,915630,2026-06-08T03:34:39+00:00,1ac32185e8fbbb61b5a3eefe84d247d42d3877ff101cefe27472b62e41af7bae,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Kepmendagri 700.1.1.4-1802026.pdf,Kepmendagri 700.1.1.4-1802026.pdf,.pdf,17686739,2026-08-05T06:02:48+00:00,51434a74bdee63007ecec6d344c13e1d9b38f456127d56af5481aad0eb3845e5,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Kepmendagri No 900.1.15.5-3406 Thn 2024_476_1.pdf,Kepmendagri No 900.1.15.5-3406 Thn 2024_476_1.pdf,.pdf,17107207,2025-05-05T12:05:37+00:00,3371d4acd57c4b28d51fc613e6ca36f1dcbd334d41129a4a3d086868aa4a2a65,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Kepmendagri No 900.1.15.5-3406 Thn 2024_khususProgramKegiatanSubKegiatan_Urusan_Provinsi.pdf,Kepmendagri No 900.1.15.5-3406 Thn 2024_khususProgramKegiatanSubKegiatan_Urusan_Provinsi.pdf,.pdf,3508551,2026-04-22T05:17:49+00:00,524e0a6e00697291038496122c6b82bd8240a08abfe09f8490c848dd6a0006a4,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Kepmendagri-No-900-1-861-Tahun-2026 OK.pdf,Kepmendagri-No-900-1-861-Tahun-2026 OK.pdf,.pdf,7966387,2026-08-01T01:04:36+00:00,1a69d74ef40736462a62b24e2f36d73620b430fc0542019e248bd39985e363f2,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Kepmendagri_Provinsi_Normalized.csv,Kepmendagri_Provinsi_Normalized.csv,.csv,1989355,2026-04-22T06:04:25+00:00,6d5e3bbb1b688b1cd81bb4595340b857e09d60518cf546ce0eb87c9e08ff5874,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Kepmendagri_Provinsi_Normalized_CLEAN.csv,Kepmendagri_Provinsi_Normalized_CLEAN.csv,.csv,1989217,2026-04-22T09:45:23+00:00,0819ffac24fd4cdf282b90dd1112eecd014a615582f14fbf18a2997652f94c81,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Kepmendagri_Provinsi_Normalized_FINAL.csv,Kepmendagri_Provinsi_Normalized_FINAL.csv,.csv,1989217,2026-04-22T09:36:33+00:00,0819ffac24fd4cdf282b90dd1112eecd014a615582f14fbf18a2997652f94c81,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Kepmendagri_Provinsi_Normalized_FIXED.csv,Kepmendagri_Provinsi_Normalized_FIXED.csv,.csv,1997219,2026-04-22T09:32:38+00:00,49c3422875778354148943b485627108014a46c8e42d6e04842d7aad861512d4,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Laporan_IKK_Malut.md,Laporan_IKK_Malut.md,.md,4264,2026-08-01T07:48:22+00:00,0befdec4c9a57639dbc11fe7fe48e1f90253c7786d77312fcc38e65682c009b7,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/PROJECT_STATE_ModulRKA.md,PROJECT_STATE_ModulRKA.md,.md,6284,2026-07-20T09:46:30+00:00,9b8bbbd2c0e37361ba34b2e2ef72d46e73a6b9dde788b577ac5c46c22d73af42,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/PROMPT TEKNIS RPJMD-RESNTRA (UNTUK LANJUT KE LEVEL BERIKUTNYA).docx,PROMPT TEKNIS RPJMD-RESNTRA (UNTUK LANJUT KE LEVEL BERIKUTNYA).docx,.docx,27444,2026-05-04T00:34:35+00:00,bbc8d083fd1081a22c4da9fe1c7f319b71f349d6eaa0e99aa98b46c0aea80ac8,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Pedoman dan Syarat Sistem.zip,Pedoman dan Syarat Sistem.zip,.zip,29044,2026-05-01T12:33:53+00:00,72ad634800450170701d24362f2bfb61d327fc0131eb27d66cddb007b01675f9,Repository document candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Permendagri Nomor 77 Tahun 2020.pdf,Permendagri Nomor 77 Tahun 2020.pdf,.pdf,4106742,2026-07-19T12:24:15+00:00,c0441776ee8bac5bb7ab1bca96ec9cc1babaca35328aec571510626590505e25,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Prompt Teknis Perbaikan Renstra Untuk Controller dan Routes.docx,Prompt Teknis Perbaikan Renstra Untuk Controller dan Routes.docx,.docx,28467,2026-05-08T07:42:28+00:00,3fff6c60e5ee8e38b51f0ca580771ec58eb72c42571646f927ffb91094a5ca37,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/REKOMENDASI RANCANGAN DAN IMPLEMENTASI FINAL.docx,REKOMENDASI RANCANGAN DAN IMPLEMENTASI FINAL.docx,.docx,58190,2026-05-23T12:33:57+00:00,e52a97af996a72819554f1e220cb6ec1668ed62dad6558a2edb99c6ef465951a,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Rankhir RPJMD Prov. Malut Tahun 2025-2029 - 28072025.docx,Rankhir RPJMD Prov. Malut Tahun 2025-2029 - 28072025.docx,.docx,6836213,2025-08-02T15:45:39+00:00,cedcfaacd1c77633ef773bab765db223f70141df0fca8a552bbdcab02886099e,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Rankhir RPJMD Prov. Malut Tahun 2025-2029 - 28072025.pdf,Rankhir RPJMD Prov. Malut Tahun 2025-2029 - 28072025.pdf,.pdf,10922682,2026-04-15T09:23:18+00:00,69fc856f3d9fc4660de9334d0f53b41276f8e9fea1b60327fe1fabdd056b21e4,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/SPTJM e-Materai.pdf,SPTJM e-Materai.pdf,.pdf,521118,2026-06-09T12:33:45+00:00,c41cbb222df20eb392ab0e5935af037b5f66bcd5f799ae23d6f8ca24ce7ab1df,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/SURAT PERMINTAAN USULAN DAFTAR DATA TAHUN 2026 (1).docx baru_signed_signed_sign_signed.pdf,SURAT PERMINTAAN USULAN DAFTAR DATA TAHUN 2026 (1).docx baru_signed_signed_sign_signed.pdf,.pdf,869184,2026-07-28T05:16:28+00:00,63df59c1acc5da3b506cb395c4e24ac55120b144451e3213158e417134e9a798,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Sheet2_Normalized_final.csv,Sheet2_Normalized_final.csv,.csv,58590,2026-04-09T14:49:19+00:00,accc64c63cdab2e83d862be530607a862c71e6ee2958b8ebde72b4ca5a5af00d,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Tabel Renstra 2025-2029.xlsx,Tabel Renstra 2025-2029.xlsx,.xlsx,42874,2026-05-11T15:51:40+00:00,5faff06846dfdfa47413381bf67f4b0591eb66d003bfae0c86184573848e7531,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Untitled,Untitled,,2125,2026-04-23T00:25:58+00:00,a8574ba1659f7dc2eec92732bdd457b76c2d9a440e50716a64e31b2df0c706f3,Repository document candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/VS_CODE_FEATURES_QUICK_REF.md,VS_CODE_FEATURES_QUICK_REF.md,.md,5545,2026-05-17T12:30:11+00:00,bd7d1991700af94e91d97cd223bbdc0301f398e422aedf570a050a50c02fd6d4,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/backup_db_epelara_08-05-2026.sql,backup_db_epelara_08-05-2026.sql,.sql,4361858,2026-05-08T09:55:29+00:00,5d60da2526ecb5fc6b1d99a06844df546cab5a308780a07b441e9bffbc87245b,Generated/backup/temporary candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/cover_renja_1_edited.png,cover_renja_1_edited.png,.png,813618,2026-07-30T17:12:34+00:00,65338b676dc37c2db0cf470ae715d7fd977cd7904a997ecc9cbd3e4177982e57,Repository document candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/cover_renja_ternate_edited.png,cover_renja_ternate_edited.png,.png,938943,2026-07-30T17:21:42+00:00,d7f87af35d6bef5d77b5208c3009dec696ee954da6cdb6e3d59fcfef0c29e0a9,Repository document candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/data-extract/indikator.csv,indikator.csv,.csv,0,2026-04-09T12:35:39+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/data-extract/nomenklatur-provinsi.csv,nomenklatur-provinsi.csv,.csv,0,2026-04-09T12:35:13+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/ePeLARA.code-workspace,ePeLARA.code-workspace,.code-workspace,107,2026-05-29T00:11:48+00:00,feaeae4c561b62f36c1f549815c32e36ed9b8f7177b0d244d7af5c71c3395003,Repository document candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/fix_kode_format.py,fix_kode_format.py,.py,1102,2026-04-22T09:44:34+00:00,a72c86ec9622a7a21a09a8a70d8aa3066f2ce9156b196ccb04e9e9674dc4a7e1,Repository document candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/form-rka-skpd.xlsx,form-rka-skpd.xlsx,.xlsx,37693,2026-06-01T22:13:13+00:00,95f924feb5ccc2223805a709671f0759a8c16e3cfc4d8af760bc4c6560d29a96,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/generate_from_pdf.py,generate_from_pdf.py,.py,6105,2026-04-22T05:40:59+00:00,8067c5a6f1a3763bd496b4505240c5634d893bd5dd2fbe050a297940e7c508fb,Repository document candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/indikator_rpjmd_final.xlsx,indikator_rpjmd_final.xlsx,.xlsx,41237,2026-04-21T16:16:06+00:00,53d088201dcae95d69ab0a3a04d8d594c3b2da1e1f1a7f289f35ef878aabcb8c,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/mapping/arah_kebijakan (2).csv,arah_kebijakan (2).csv,.csv,2329,2026-04-29T16:46:11+00:00,295275e6370474f735a33acc578bae6e5278e13f6b11a9db1db3cbd0ebbf1bd8,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/mapping/mapping-regulasi.json,mapping-regulasi.json,.json,0,2026-04-09T12:35:57+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/mapping/master_program.csv,master_program.csv,.csv,40142,2026-04-29T16:46:10+00:00,54c5653ac705600d52c93baae73b8050ebb89db8a18872967151222cd1e7000e,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/matriks rakortek dinas pangan.xlsx,matriks rakortek dinas pangan.xlsx,.xlsx,15407,2026-04-25T17:51:45+00:00,3934f77fcb656af2832fda5d1de7213d3d78f953dad5dc9f2d9d7deab52e7c07,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/notes/asumsi.md,asumsi.md,.md,0,2026-04-09T12:36:16+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/output/pdf/Laporan_Internal_ProSN_Dinas_Pangan_e-PeLARA.pdf,Laporan_Internal_ProSN_Dinas_Pangan_e-PeLARA.pdf,.pdf,15667,2026-08-05T09:16:35+00:00,7e9c95fdd97cd419c4f77bf096f1bf5d9aac36a0bbcba9ac6a32754c51b06cf9,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/rekomendasi-perbaikan-sistematika-renja.md,rekomendasi-perbaikan-sistematika-renja.md,.md,5851,2026-07-29T06:59:58+00:00,cf4a183333763d8609ae8049b853f157039dd609499e08e0221146be5aa952cd,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
